conversation_id,use_case,sender_id,user_message,bot_message,created_time,intent,entities
63,,2356476304465139,,"Chào Linh Đặng, mình là Gấu Bino, trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-07-28 14:25:20,,
63,uc_s2,2356476304465139,Bạn báo giá giúp mình nhé ,,2020-07-28 14:25:38,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/116344676_930944784067806_1480757151185758684_n.jpg?_nc_cat=107&_nc_sid=b96e70&_nc_ohc=WRuu2UmKQF4AX81iFha&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=3856ce39606f0d242d05d93e51b189db&oe=5F471BDA,price,"
63,,2356476304465139,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-28 14:25:40,,
63,,2356476304465139,,,2020-07-28 14:25:40,,
63,,2356476304465139,,,2020-07-28 14:25:40,,
77,uc_s1,2182480858441676,shop ơi nhà mình còn máy tạo ẩm Laica ko ạ,,2020-07-28 04:42:55,query_knowledge_base,"may_tao_am,laica,"
77,,2182480858441676,,,2020-07-28 04:42:56,,
77,,2182480858441676,mình hỏi loại này ,,2020-07-28 04:44:01,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/115800351_648462476024715_8462808768559858560_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=xPqiRJzsTGQAX_kjNYv&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=f1902407db1ba4ec7e5e5cd19a974e42&oe=5F434822,"
77,,2182480858441676,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-28 04:44:03,,
77,,2182480858441676,,,2020-07-28 04:44:03,,
77,,2182480858441676,,,2020-07-28 04:44:03,,
83,,2374413759285306,/start_conversation,,2020-07-27 11:22:44,start_conversation,
83,,2374413759285306,,"Chào Minh Minh, mình là Gấu Bino, trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-07-27 11:22:45,,
83,uc_s2,2374413759285306,Báo giá e va ạ ,,2020-07-27 11:23:00,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/107803116_584751952468454_1959757307013438629_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_ohc=7gVO8NQf9WgAX8Ju5MU&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=95073fe9d9c7a77c93974ff40e0b5c84&oe=5F44C3EF,price,"
83,,2374413759285306,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-27 11:23:02,,
83,,2374413759285306,,,2020-07-27 11:23:02,,
83,,2374413759285306,,,2020-07-27 11:23:02,,
83,,2374413759285306,"Trẻ tầm mấy tuổi choei đc cầu trượt này ạ
Có xích đu cho trẻ 3 tuổi k ạ",,2020-07-27 11:23:24,query_knowledge_base,"age_of_use,cau_truot,này,3 tuổi,"
83,,2374413759285306,,"Dạ, bạn chờ trong ít phút shop kiểm tra kho hàng rồi báo lại bạn ngay ạ! ^^",2020-07-27 11:23:25,,
87,,2307322179303205,/start_conversation,,2020-07-27 04:57:07,start_conversation,
87,,2307322179303205,,"Chào Giang Thanh, mình là Gấu Bino, trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-07-27 04:57:07,,
87,uc_s2,2307322179303205,Hi shop Cầu trượt này bao nhiu ạ ,,2020-07-27 04:57:32,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/115764661_2503676379878970_5476707894684457628_n.jpg?_nc_cat=105&_nc_sid=b96e70&_nc_ohc=qRnOPqttPCAAX_5V82z&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=d8bcd95bed344e1aaf94f0a1dfbbd807&oe=5F452C14,cau_truot,này,price,"
87,,2307322179303205,,"Dạ, bạn chờ trong ít phút shop kiểm tra kho hàng rồi báo lại bạn ngay ạ! ^^",2020-07-27 04:57:37,,
97,uc_s2,1460595804025808,Bộ này bn b ,,2020-07-26 10:09:43,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/115825521_3446685645364691_1811646492366302338_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=T-XY9l6as9AAX9BaNOS&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=33faacb399ff51c0c8ce7474081937b6&oe=5F44A8AA,bộ này,price,"
97,,1460595804025808,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-26 10:09:46,,
97,,1460595804025808,,,2020-07-26 10:09:46,,
97,,1460595804025808,,,2020-07-26 10:09:46,,
105,uc_s2,1328927203902931,lều này giá bao nhiêu hả bạn ,,2020-07-25 15:22:53,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/116133099_3108131579282526_7389043695468971116_n.jpg?_nc_cat=107&_nc_sid=b96e70&_nc_ohc=RAQ7smwJVtwAX-bpcQd&_nc_oc=AQkZ3cDKw7ogL_N7AGtpBYtF1XzcrLmouaLdzlSLgyaiRpTFZv7xYuLKO-ouWGEAm6baU80bj-d-BsonDd6SyHNH&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=1730c086bd426cffcb471c0bcd0f6a32&oe=5F43D98C,nha_leu,này,price,"
105,,1328927203902931,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-25 15:22:56,,
105,,1328927203902931,,,2020-07-25 15:22:56,,
105,,1328927203902931,,,2020-07-25 15:22:56,,
108,uc_s2,4283008851772425,"Em ơi, TOMORROW này giá bn? mà gấp rồi nặng bn kg? ",,2020-07-25 08:36:45,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/113863175_2191412521005097_4366932157464804502_n.png?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=Vz6krVJh6LUAX9OEXhh&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=6d924bcada35dbd1fb3ca6c83b3651f0&oe=5F419DC0,tomorrow,price,weight,"
108,,4283008851772425,,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!",2020-07-25 08:36:48,,
116,uc_s2,1923306974418932,Cho c giá mấy món này ,,2020-07-24 04:17:14,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/116245001_681596505725138_610385132617583590_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=eIgENEHxPhsAX8oLUTl&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=f5a51c703db7c23111732a948023cc43&oe=5F40679B,https://scontent.xx.fbcdn.net/v/t1.15752-9/115833357_1205665686447679_7834221117212897244_n.jpg?_nc_cat=109&_nc_sid=b96e70&_nc_ohc=wFyoj0ndJXoAX-y921V&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=20058509c1a07ffcf1d7d3b83408716e&oe=5F3E6ACD,https://scontent.xx.fbcdn.net/v/t1.15752-9/115897523_762374241258633_2390835190223874162_n.jpg?_nc_cat=100&_nc_sid=b96e70&_nc_ohc=NzaybZncoWQAX9xA1_j&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=0577078fad185ec295a2ac689eec10dd&oe=5F3F9420,price,món này,"
116,,1923306974418932,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-24 04:17:16,,
116,,1923306974418932,,,2020-07-24 04:17:16,,
116,,1923306974418932,,,2020-07-24 04:17:16,,
117,,3122885287748181,/start_conversation,,2020-07-24 03:59:35,start_conversation,
117,,3122885287748181,,"Chào Phương Linh Trần, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-07-24 03:59:36,,
117,uc_s1,3122885287748181,món này còn ko ad ,,2020-07-24 03:59:51,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/110085872_292034092004870_6849878453201122779_n.png?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=p3TZ_slmn6MAX_fRnfO&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=86b3b960a3da86ce09c5b312285533e8&oe=5F3E2643,món này,"
117,,3122885287748181,,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!",2020-07-24 03:59:54,,
117,,3122885287748181,mẫu này nữa ạ ,,2020-07-24 04:03:51,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/115961039_287816875664101_4386543796730090022_n.png?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=n5yIvEVYqN8AX80rZW6&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=927d42930a98e88900efd4372774f0d3&oe=5F3FFAC6,mẫu này,"
117,,3122885287748181,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-24 04:03:54,,
117,,3122885287748181,,,2020-07-24 04:03:54,,
117,,3122885287748181,,,2020-07-24 04:03:54,,
119,,3115598095193967,/start_conversation,,2020-07-24 03:53:09,start_conversation,
119,,3115598095193967,,"Chào San Nguyen, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-07-24 03:53:09,,
119,uc_s2,3115598095193967,set này bnhieu vậy shop ,,2020-07-24 03:53:28,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/116017644_720551305163748_7497953453141960152_n.png?_nc_cat=102&_nc_sid=b96e70&_nc_ohc=ToDCvYqSDQ0AX8yyMus&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=e4a1d2b01f05026ee5a585fe8f1b165f&oe=5F3FDD86,price,"
119,,3115598095193967,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-24 03:53:31,,
119,,3115598095193967,,,2020-07-24 03:53:31,,
119,,3115598095193967,,,2020-07-24 03:53:31,,
124,,3160981473993298,/start_conversation,,2020-07-23 13:02:20,start_conversation,
124,,3160981473993298,,"Chào Thảo Thật Thà, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-07-23 13:02:20,,
124,uc_s2,3160981473993298,M xin giá ạ ,,2020-07-23 13:05:49,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/116103500_279652936465390_6486717533249549910_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_ohc=R8FYR4O4EbMAX_uDTph&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=7be254db108c93ae52cd1a72d0ea88f8&oe=5F3FA4A1,price,"
124,,3160981473993298,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-23 13:05:52,,
124,,3160981473993298,,,2020-07-23 13:05:52,,
124,,3160981473993298,,,2020-07-23 13:05:52,,
124,,3160981473993298,,,2020-07-23 13:19:06,send_link,"https://scontent.xx.fbcdn.net/v/t1.15752-9/113118075_704549453658051_7846938408035144361_n.jpg?_nc_cat=100&_nc_sid=b96e70&_nc_ohc=yeDVZVRkjAMAX-f2CDo&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=5229868bf3c02ac815addbcc17171bca&oe=5F3D4993,https://scontent.xx.fbcdn.net/v/t1.15752-9/116203716_297197451396730_4776799019733513266_n.jpg?_nc_cat=100&_nc_sid=b96e70&_nc_ohc=eg7dNmlU_ZgAX9rjkDi&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=2c528b1b69c27fbeb2dab007645ff42d&oe=5F401B67,"
124,,3160981473993298,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-23 13:19:09,,
124,,3160981473993298,,,2020-07-23 13:19:09,,
124,,3160981473993298,,,2020-07-23 13:19:09,,
128,uc_s2,2565402873531466,Xe này giá bn Xe này nữa shop ,,2020-07-23 07:29:30,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/113486247_341276263577426_1939263848416645389_n.jpg?_nc_cat=100&_nc_sid=b96e70&_nc_ohc=q-vfDyrL7YwAX92DAfL&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=590f769262b1d1da76d86bf6720a1442&oe=5F3F3EB7,https://scontent.xx.fbcdn.net/v/t1.15752-9/109539831_1211635245845133_2454095208732656814_n.jpg?_nc_cat=108&_nc_sid=b96e70&_nc_ohc=lrYBMRvIVSAAX-3EHos&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=acb6eddb46339f3d6b1f9db9cd6349ca&oe=5F3E3DE8,xe,này,price,"
128,,2565402873531466,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-23 07:29:33,,
128,,2565402873531466,,,2020-07-23 07:29:33,,
128,,2565402873531466,,,2020-07-23 07:29:33,,
130,,2092021207564396,,,2020-07-23 05:02:13,send_link,"https://scontent.xx.fbcdn.net/v/t1.15752-9/115886624_296187964919790_3456524572257350640_n.jpg?_nc_cat=105&_nc_sid=b96e70&_nc_ohc=ihvvOjW-AsEAX-_U_Rv&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=680eda81c4d664923fb8dc95bb5cf46a&oe=5F3D03BE,"
130,,2092021207564396,,Bạn đang tìm kiếm thông tin gì ạ?,2020-07-23 05:02:13,,
130,uc_s2,2092021207564396,Thanh chắn này 1m6 2m giá sao vay shop,,2020-07-23 05:02:41,query_knowledge_base,"1m6 2m,price,"
130,,2092021207564396,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-23 05:02:44,,
130,,2092021207564396,,,2020-07-23 05:02:44,,
130,,2092021207564396,,,2020-07-23 05:02:44,,
131,,1786969911317874,/start_conversation,,2020-07-23 04:48:03,start_conversation,
131,,1786969911317874,,"Chào Khuong Le, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-07-23 04:48:04,,
131,uc_s2,1786969911317874,Bộ này bn ạ ,,2020-07-23 04:48:17,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/109627503_662264247833525_6039329127229987945_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_ohc=vIC6UsyuJaUAX9ut8Np&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=00a3ab41c0e7c1de04fc8b72c0a7d3e3&oe=5F40114A,bộ này,price,"
131,,1786969911317874,,"Sản phẩm Bộ bảng gỗ chữ có giá: *140,000 VND (giá gốc 210,000 VND)*, bạn vui lòng bấm vào sản phẩm để xem thông tin chi tiết ạ!",2020-07-23 04:48:20,,
131,,1786969911317874,,,2020-07-23 04:48:20,,
134,uc_s2,2153086554702359,bên shop có gia úp bát cốc k ah,,2020-07-22 14:57:45,query_knowledge_base,"price,bat,coc,"
134,,2153086554702359,,,2020-07-22 14:57:45,,
134,,2153086554702359,,,2020-07-22 15:07:59,send_link,"https://scontent.xx.fbcdn.net/v/t1.15752-9/104425946_2660588077552038_8372627021563973425_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_ohc=7JNXG_GgNKgAX8bi55o&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=24bb645767c7aa8cbdfb094efbcad495&oe=5F3CAAF9,https://scontent.xx.fbcdn.net/v/t1.15752-9/95014320_231262281305597_2561371732006928384_n.jpg?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=Xvosl8yZLjsAX9ilj0b&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=5caa94f490d299b8c1cccb80015ab570&oe=5F3C4305,https://scontent.xx.fbcdn.net/v/t1.15752-9/97981607_1203683103302565_6311758379127668736_n.jpg?_nc_cat=107&_nc_sid=b96e70&_nc_ohc=kYh20RtT8yUAX9XVG-I&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=09d374c8ef05863fff9e865a07d0c996&oe=5F3DFFCB,https://scontent.xx.fbcdn.net/v/t1.15752-9/104814198_609067356376914_7842553909025934491_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=CLmKEcjZ5uAAX9cWjoX&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=636deb96394d109fdcaba22f424d1813&oe=5F3C734E,"
134,,2153086554702359,,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!",2020-07-22 15:08:00,,
148,,2546553388794410,/start_conversation,,2020-07-21 10:21:58,start_conversation,
148,,2546553388794410,,"Chào Vân Phạm, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-07-21 10:21:59,,
148,uc_s2,2546553388794410,Bộ này bn tiền shop ,,2020-07-21 10:22:17,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/108904007_1178552479186800_226923580846816441_n.jpg?_nc_cat=105&_nc_sid=b96e70&_nc_ohc=-cpVYmPLEXwAX_uSWxN&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=a6d55f318589234466053c7629e23cc6&oe=5F3DFDB0,bộ này,price,"
148,,2546553388794410,,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!",2020-07-21 10:22:19,,
148,,2546553388794410,,,2020-07-21 10:26:11,send_link,"https://scontent.xx.fbcdn.net/v/t1.15752-9/108597336_1455418934661092_606726987692443515_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=wLgTr0T8L6kAX835o8z&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=bfb17676b9dc85631ca8f18cba9b8fc3&oe=5F3C8ADE,"
148,,2546553388794410,,"Sản phẩm Bộ bảng gỗ chữ có giá: *140,000 VND (giá gốc 210,000 VND)*, bạn vui lòng bấm vào sản phẩm để xem thông tin chi tiết ạ!",2020-07-21 10:26:13,,
148,,2546553388794410,,,2020-07-21 10:26:13,,
152,uc_s1,1785175128227607,Bạn còn xe này k ,,2020-07-21 06:40:00,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/115826726_954673041648324_5556624383278406734_n.jpg?_nc_cat=105&_nc_sid=b96e70&_nc_ohc=Vv_PhoDsJSYAX8zrNuK&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=b64ae90511d6103972a562380b8d1d2d&oe=5F3E09C1,xe,này,"
152,,1785175128227607,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-21 06:40:03,,
152,,1785175128227607,,,2020-07-21 06:40:03,,
152,,1785175128227607,,,2020-07-21 06:40:03,,
153,uc_s2,3306265799403895,Xe này bn bạn ơi ,,2020-07-21 05:04:56,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/109575766_678630052720495_3941724896068652489_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_ohc=vv2AxwBPtwEAX9Z-oXH&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=8f2479f983d75fa2dc9d5567a38886a4&oe=5F3E0151,xe,này,price,"
153,,3306265799403895,,"Sản phẩm Xe chòi chân cao cấp Luddy CHÍNH HÃNG có giá bán thấp nhất từ: *499,000 VND*, bạn vui lòng bấm vào sản phẩm để xem thông tin chi tiết ạ!",2020-07-21 05:04:59,,
153,,3306265799403895,,,2020-07-21 05:04:59,,
153,,3306265799403895,Bé 12 tháng đi đc ko,,2020-07-21 05:05:18,query_knowledge_base,"bé 12 tháng,"
153,,3306265799403895,,"Sản phẩm Xe chòi chân cao cấp Luddy CHÍNH HÃNG độ tuổi sử dụng Bé 12 Tháng hiện shop đang có độ tuổi sử dụng: *18-36 tháng*.
Bạn tham khảo các sản phẩm sau nhé ạ:",2020-07-21 05:05:19,,
153,,3306265799403895,,,2020-07-21 05:05:19,,
156,uc_s1,2204100096299651,Xe đẩy này còn màu vàng k ạ ,,2020-07-21 02:33:19,query_knowledge_base,"https://scontent.xx.fbcdn.net/v/t1.15752-9/116043442_333602611128720_5778985278627991811_n.jpg?_nc_cat=103&_nc_sid=b96e70&_nc_ohc=3nAHkc14q7kAX_1ZKP9&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=e52bd72270b16e8743aff33fc069f78c&oe=5F3B81D5,xe_day,này,màu vàng,"
156,,2204100096299651,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-07-21 02:33:21,,
156,,2204100096299651,,,2020-07-21 02:33:21,,
156,,2204100096299651,,,2020-07-21 02:33:21,,
